transaction_id,customer_id,transaction_type,device_type,location,merchant_category,hour_of_day,transaction_amount,account_balance_before,balance_after_transaction,transactions_last_24h,is_international,is_anomaly
102338,1947,cash_out,POS,Hyderabad,fashion,0,3541.39,47856.04,44314.65,3,0,0
102339,1380,cash_in,POS,Delhi,electronics,18,5327.88,59644.71,54316.83,7,1,0
102340,1459,purchase,mobile,Bangalore,grocery,1,4369.28,52123.12,47753.840000000004,7,0,0
102341,1006,payment,web,Mumbai,travel,20,7220.44,54292.35,47071.909999999996,3,0,0
102342,1028,purchase,web,Bangalore,grocery,23,4306.66,34611.93,30305.27,3,0,0
102343,1906,transfer,mobile,Bangalore,grocery,4,4232.97,30828.02,26595.05,10,0,0
102344,1032,cash_out,POS,Delhi,grocery,16,935.4,51059.42,50124.02,10,0,0
102345,1645,transfer,mobile,Bangalore,travel,18,7188.33,52723.28,45534.95,11,1,0
102346,1878,cash_out,POS,Chennai,travel,4,5805.94,34226.49,28420.55,8,1,0
102347,1078,purchase,mobile,Mumbai,electronics,22,100.0,58573.35,58473.35,11,0,0
102348,1927,cash_in,POS,Mumbai,travel,20,6112.55,59225.67,53113.119999999995,3,0,0
102349,1946,cash_in,mobile,Chennai,travel,13,3997.06,52342.0,48344.94,2,0,0
102350,1458,cash_out,ATM,Delhi,grocery,9,6939.86,50236.08,43296.22,5,0,0
102351,1569,cash_in,POS,Bangalore,electronics,20,4737.23,30987.55,26250.32,11,0,0
102352,1982,purchase,web,Bangalore,utility,6,2989.06,30736.05,27746.989999999998,7,0,0
102353,1537,cash_in,mobile,Mumbai,travel,7,9322.62,55920.63,46598.009999999995,8,0,0
102354,1481,purchase,web,Delhi,travel,7,8929.92,37579.68,28649.760000000002,1,0,0
102355,1429,transfer,mobile,Delhi,utility,6,4535.8,38633.55,34097.75,2,0,0
102356,1737,purchase,web,Delhi,grocery,12,5931.6,54181.81,48250.21,7,0,0
102357,1284,payment,web,Bangalore,electronics,13,3851.93,80564.79,76712.86,9,1,0
102358,1515,payment,mobile,Delhi,grocery,18,733.78,44038.38,43304.6,3,0,0
102359,1976,payment,mobile,Chennai,fashion,10,8294.24,80760.18,72465.93999999999,8,0,0
102360,1098,cash_out,web,Hyderabad,travel,1,3005.65,48856.16,45850.51,10,0,0
102361,1396,cash_out,web,Delhi,fashion,16,8183.85,58457.8,50273.950000000004,3,0,0
102362,1488,cash_out,web,Hyderabad,travel,5,6743.07,64395.74,57652.67,4,0,0
102363,1038,purchase,POS,Bangalore,fashion,8,5717.9,65487.76,59769.86,2,0,0
102364,1270,cash_out,POS,Delhi,utility,18,4897.71,55085.97,50188.26,9,0,0
102365,1886,transfer,ATM,Mumbai,travel,4,6753.6,46554.71,39801.11,5,0,0
102366,1796,payment,POS,Bangalore,travel,8,2673.98,62421.0,59747.02,5,0,0
102367,1156,purchase,POS,Chennai,fashion,6,8336.04,56360.11,48024.07,4,0,0
102368,1074,payment,mobile,Chennai,electronics,3,5358.02,43462.01,38103.990000000005,5,0,0
102369,1883,cash_out,ATM,Hyderabad,fashion,17,8737.56,71136.32,62398.76000000001,1,1,0
102370,1799,purchase,ATM,Hyderabad,travel,17,4694.22,56860.98,52166.76,10,0,0
102371,1129,cash_in,POS,Mumbai,travel,19,5356.26,38762.15,33405.89,10,0,0
102372,1686,transfer,mobile,Mumbai,electronics,16,5659.73,37007.62,31347.890000000003,6,0,0
102373,1973,cash_out,mobile,Chennai,grocery,3,6440.01,79383.75,72943.74,11,0,0
102374,1083,cash_out,ATM,Delhi,electronics,21,9527.18,42610.77,33083.59,4,1,0
102375,1021,transfer,mobile,Chennai,grocery,15,3904.83,61294.18,57389.35,4,0,0
102376,1458,transfer,web,Chennai,travel,21,4680.25,55652.81,50972.56,5,0,0
102377,1538,cash_in,POS,Mumbai,utility,22,4951.91,60784.24,55832.33,1,0,0
102378,1706,cash_out,web,Hyderabad,utility,4,100.0,78677.2,78577.2,4,0,0
102379,1848,cash_out,ATM,Mumbai,fashion,8,3612.73,64959.74,61347.009999999995,10,1,0
102380,1381,payment,ATM,Mumbai,electronics,1,3775.38,62536.56,58761.18,3,0,0
102381,1747,purchase,mobile,Mumbai,electronics,1,11595.26,47046.91,35451.65,5,0,0
102382,1439,purchase,mobile,Chennai,utility,3,5646.18,40031.4,34385.22,10,0,0
102383,1603,payment,ATM,Delhi,grocery,19,6233.71,86291.99,80058.28,5,0,0
102384,1988,purchase,ATM,Chennai,electronics,19,1328.34,49372.46,48044.12,8,0,0
102385,1020,transfer,web,Bangalore,grocery,16,4843.18,48399.66,43556.48,1,0,0
102386,1302,purchase,web,Mumbai,grocery,19,7340.25,54331.89,46991.64,3,1,0
102387,1975,purchase,mobile,Mumbai,grocery,20,11291.62,52871.83,41580.21,5,0,0
102388,1868,payment,web,Bangalore,grocery,18,3289.26,73891.64,70602.38,11,0,0
102389,1954,cash_in,mobile,Mumbai,fashion,2,461.05,58094.1,57633.049999999996,3,0,0
102390,1083,purchase,mobile,Mumbai,fashion,4,3061.58,30351.14,27289.559999999998,6,0,0
102391,1773,purchase,POS,Mumbai,utility,9,3071.68,40105.43,37033.75,10,1,0
102392,1658,cash_in,mobile,Bangalore,fashion,5,3095.06,50160.64,47065.58,3,0,0
102393,1952,payment,web,Chennai,electronics,2,7268.77,65384.62,58115.850000000006,6,0,0
102394,1452,cash_in,ATM,Mumbai,fashion,16,5856.96,27193.55,21336.59,8,0,0
102395,1386,payment,ATM,Delhi,electronics,9,2178.95,57408.24,55229.29,4,0,0
102396,1506,transfer,web,Bangalore,electronics,23,8540.51,60969.69,52429.18,8,0,0
102397,1256,payment,ATM,Hyderabad,grocery,11,9732.59,63235.5,53502.91,7,0,0
102398,1569,transfer,mobile,Bangalore,utility,0,737.48,48798.68,48061.2,11,0,0
102399,1891,transfer,ATM,Chennai,grocery,17,7944.12,65738.6,57794.48,11,1,0
102400,1933,payment,web,Bangalore,grocery,18,4574.7,37774.81,33200.11,4,0,0
102401,1526,cash_out,ATM,Hyderabad,fashion,21,2644.97,64182.38,61537.409999999996,3,0,0
102402,1161,payment,mobile,Delhi,fashion,19,1362.01,49075.31,47713.299999999996,5,0,0
102403,1956,purchase,mobile,Hyderabad,electronics,3,3868.04,50643.28,46775.24,5,0,0
102404,1162,purchase,web,Bangalore,fashion,14,3695.36,50476.58,46781.22,7,0,0
102405,1831,cash_out,web,Hyderabad,fashion,8,5368.73,59751.82,54383.09,11,0,0
102406,1792,transfer,web,Bangalore,travel,5,10365.11,33427.91,23062.800000000003,1,0,0
102407,1791,cash_out,POS,Delhi,electronics,11,3730.2,63279.36,59549.16,9,0,0
102408,1523,purchase,POS,Delhi,electronics,17,1483.59,63062.93,61579.340000000004,2,0,0
102409,1785,cash_out,mobile,Chennai,travel,22,4174.55,45477.75,41303.2,9,0,0
102410,1270,payment,POS,Delhi,electronics,14,7605.02,50037.01,42431.990000000005,9,0,0
102411,1491,cash_out,POS,Mumbai,utility,18,4380.8,37108.31,32727.51,3,0,0
102412,1207,transfer,ATM,Hyderabad,utility,8,6628.69,32594.37,25965.68,7,0,0
102413,1538,payment,POS,Hyderabad,travel,21,5424.99,52961.22,47536.23,3,0,0
102414,1583,cash_in,ATM,Bangalore,fashion,23,5152.91,53058.09,47905.17999999999,8,0,0
102415,1059,purchase,web,Delhi,utility,12,8968.06,44944.06,35976.0,8,0,0
102416,1429,purchase,ATM,Chennai,travel,15,2579.67,31253.31,28673.64,3,0,0
102417,1984,cash_out,ATM,Chennai,utility,12,2398.35,56855.86,54457.51,5,0,0
102418,1656,payment,web,Chennai,grocery,0,2728.02,44580.44,41852.420000000006,7,0,0
102419,1604,cash_in,web,Mumbai,travel,17,5863.31,38759.88,32896.57,1,0,0
102420,1308,payment,mobile,Delhi,electronics,21,5133.58,69138.98,64005.399999999994,3,0,0
102421,1519,purchase,mobile,Chennai,utility,2,6775.33,35372.68,28597.35,1,0,0
102422,1590,payment,mobile,Mumbai,electronics,16,4809.88,58428.76,53618.880000000005,2,0,0
102423,1026,cash_in,mobile,Hyderabad,travel,21,4510.99,27506.92,22995.93,7,0,0
102424,1685,cash_out,ATM,Bangalore,utility,4,5822.89,28456.76,22633.87,7,0,0
102425,1561,transfer,ATM,Delhi,electronics,5,9241.15,57240.18,47999.03,3,0,0
102426,1198,payment,mobile,Delhi,fashion,20,2094.27,44957.95,42863.68,6,0,0
102427,1386,transfer,POS,Delhi,fashion,16,2699.61,32467.28,29767.67,6,0,0
102428,1348,purchase,mobile,Delhi,grocery,16,5102.74,64249.03,59146.29,2,0,0
102429,1959,cash_out,POS,Delhi,travel,0,10081.18,55569.72,45488.54,9,0,0
102430,1939,cash_out,web,Delhi,electronics,6,2320.88,18081.68,15760.8,8,0,0
102431,1692,payment,ATM,Delhi,grocery,21,4975.01,64391.02,59416.009999999995,2,0,0
102432,1535,cash_out,ATM,Mumbai,travel,15,2806.49,34041.73,31235.240000000005,4,0,0
102433,1827,payment,POS,Mumbai,fashion,4,5995.45,24381.6,18386.149999999998,9,0,0
102434,1377,payment,mobile,Bangalore,electronics,15,100.0,37691.59,37591.59,4,0,0
102435,1898,transfer,ATM,Delhi,utility,3,2409.57,49372.97,46963.4,7,1,0
102436,1915,cash_out,POS,Hyderabad,fashion,10,8195.86,51160.64,42964.78,5,0,0
102437,1557,payment,web,Chennai,utility,13,5023.3,25477.02,20453.72,10,0,0
102438,1526,transfer,web,Bangalore,utility,12,3136.64,28803.48,25666.84,6,0,0
102439,1152,cash_in,ATM,Chennai,electronics,23,4885.47,38586.41,33700.94,1,1,0
102440,1733,transfer,mobile,Chennai,electronics,7,5027.055,39544.74,34702.979999999996,4,0,0
102441,1205,transfer,POS,Delhi,utility,20,6402.02,61426.98,55024.96000000001,5,0,0
102442,1454,payment,ATM,Hyderabad,grocery,19,100.0,43800.18,43700.18,6,0,0
102443,1272,purchase,web,Chennai,utility,14,2408.33,61139.45,58731.119999999995,6,0,0
102444,1893,purchase,mobile,Chennai,utility,17,2612.81,66437.37,63824.56,5,0,0
102445,1235,purchase,POS,Bangalore,electronics,6,6573.55,58335.06,51761.509999999995,3,0,0
102446,1851,transfer,ATM,Hyderabad,travel,20,5027.055,3888.35,0.0,11,0,0
102447,1739,payment,POS,Hyderabad,fashion,18,8601.5,45439.75,36838.25,2,0,0
102448,1520,cash_out,mobile,Chennai,electronics,8,7072.85,47505.41,40432.560000000005,7,0,0
102449,1677,transfer,mobile,Hyderabad,grocery,10,4135.24,49183.64,45048.4,1,0,0
102450,1943,transfer,web,Bangalore,fashion,9,4876.13,18767.31,13891.18,5,0,0
102451,1955,payment,mobile,Bangalore,electronics,13,8234.71,38538.72,30304.010000000002,4,0,0
102452,1830,cash_in,ATM,Bangalore,electronics,15,8583.04,29566.34,20983.3,7,1,0
102453,1725,transfer,POS,Delhi,travel,7,4760.8,36101.56,31340.76,2,0,0
102454,1500,cash_in,mobile,Chennai,grocery,0,2537.41,46119.67,43582.259999999995,11,0,0
102455,1116,cash_in,mobile,Hyderabad,grocery,11,100.0,38876.71,38776.71,8,0,0
102456,1385,purchase,ATM,Bangalore,electronics,2,100.0,37204.81,37104.81,9,0,0
102457,1343,payment,POS,Chennai,travel,1,6180.21,47030.46,40850.25,10,0,0
102458,1583,cash_in,POS,Chennai,electronics,15,6129.98,42616.88,36486.899999999994,1,0,0
102459,1394,payment,web,Delhi,utility,3,3311.51,52995.35,49683.84,5,0,0
102460,1063,purchase,web,Hyderabad,utility,1,5027.055,43702.16,35448.44,4,0,0
102461,1716,payment,POS,Hyderabad,travel,11,4482.64,26485.86,22003.22,5,0,0
102462,1720,transfer,ATM,Bangalore,electronics,23,3529.01,34533.77,31004.759999999995,9,1,0
102463,1071,cash_in,ATM,Bangalore,travel,16,7927.9,45079.24,37151.34,3,1,0
102464,1788,payment,web,Chennai,electronics,19,7596.4,43280.37,35683.97,1,0,0
102465,1273,cash_out,mobile,Hyderabad,electronics,20,4871.01,28797.77,23926.760000000002,11,0,0
102466,1989,payment,ATM,Hyderabad,utility,9,6293.83,60148.71,53854.88,3,0,0
102467,1319,cash_in,mobile,Bangalore,fashion,19,6609.28,54683.35,48074.07,4,0,0
102468,1337,purchase,ATM,Mumbai,grocery,7,10438.17,40988.11,30549.940000000002,2,0,0
102469,1365,purchase,POS,Chennai,grocery,17,4672.45,47544.64,42872.19,1,1,0
102470,1494,cash_in,web,Hyderabad,travel,17,2050.32,33921.9,31871.58,1,0,0
102471,1606,transfer,mobile,Delhi,grocery,17,6563.7,62796.02,56232.32,8,0,0
102472,1165,transfer,mobile,Delhi,utility,1,5155.54,81033.96,75878.42000000001,4,0,0
102473,1543,purchase,POS,Mumbai,fashion,11,5280.8,40331.2,35050.399999999994,2,0,0
102474,1010,purchase,mobile,Bangalore,electronics,9,4921.94,68358.99,63437.05,10,0,0
102475,1300,cash_in,mobile,Bangalore,electronics,7,1021.69,37088.12,36066.43,3,0,0
102476,1728,transfer,ATM,Bangalore,utility,18,5653.45,42020.58,36367.130000000005,8,0,0
102477,1800,purchase,POS,Delhi,grocery,9,4102.11,71505.35,67403.24,6,1,0
102478,1101,transfer,web,Bangalore,electronics,10,4227.33,48202.41,43975.08,8,1,0
102479,1424,purchase,mobile,Delhi,grocery,13,4004.56,60304.76,56300.200000000004,10,0,0
102480,1391,payment,ATM,Mumbai,utility,14,4902.0,45958.09,41056.09,5,0,0
102481,1778,cash_out,mobile,Chennai,electronics,23,5651.12,22958.97,17307.850000000002,3,0,0
102482,1213,payment,ATM,Hyderabad,travel,22,4926.74,85061.18,80134.43999999999,6,0,0
102483,1690,purchase,ATM,Mumbai,fashion,9,7887.04,46748.4,38861.36,10,0,0
102484,1087,cash_out,ATM,Delhi,grocery,3,6890.42,52341.76,45451.340000000004,8,0,0
102485,1552,cash_out,POS,Mumbai,grocery,6,4817.25,39012.08,34194.83,5,0,0
102486,1400,purchase,web,Hyderabad,grocery,10,2411.56,61701.97,59290.41,5,0,0
102487,1587,purchase,mobile,Chennai,grocery,23,6451.32,60598.79,54147.47,3,0,0
102488,1888,transfer,web,Hyderabad,utility,21,4212.74,26641.18,22428.440000000002,3,0,0
102489,1045,purchase,ATM,Delhi,utility,21,4573.14,52566.49,47993.35,8,1,0
102490,1671,cash_in,ATM,Hyderabad,utility,2,1703.29,63156.52,61453.229999999996,11,1,0
102491,1462,purchase,web,Mumbai,utility,4,6033.93,68006.55,61972.62,1,0,0
102492,1591,cash_in,web,Bangalore,electronics,1,11483.46,59696.73,48213.270000000004,4,0,0
102493,1309,purchase,mobile,Mumbai,utility,11,3734.28,61015.06,57280.78,9,0,0
102494,1085,transfer,ATM,Delhi,electronics,20,6556.51,41898.59,35342.079999999994,6,0,0
102495,1091,cash_in,web,Chennai,travel,4,8114.65,31564.42,23449.769999999997,6,0,0
102496,1659,payment,POS,Hyderabad,utility,6,3692.56,45336.89,41644.33,10,0,0
102497,1672,cash_in,ATM,Chennai,travel,3,100.0,31223.52,31123.52,11,0,0
102498,1713,transfer,ATM,Delhi,utility,10,6738.78,38914.53,32175.75,11,0,0
102499,1935,cash_in,mobile,Hyderabad,travel,21,5198.28,38690.34,33492.06,7,0,0
102500,1927,purchase,POS,Mumbai,fashion,8,5778.34,35889.43,30111.09,11,0,0
102501,1241,purchase,mobile,Mumbai,travel,3,5137.24,57984.29,52847.05,7,0,0
102502,1864,transfer,POS,Delhi,electronics,21,7899.51,34809.09,26909.579999999994,6,0,0
102503,1001,cash_out,mobile,Hyderabad,grocery,8,4756.19,77533.71,72777.52,9,0,0
102504,1224,purchase,POS,Mumbai,travel,11,10427.21,64837.25,54410.04,8,0,0
102505,1800,payment,POS,Delhi,grocery,15,6745.12,67842.41,61097.29,8,0,0
102506,1744,transfer,POS,Delhi,fashion,0,7528.71,39662.66,32133.950000000004,2,0,0
102507,1972,cash_in,web,Chennai,fashion,7,5016.42,53004.45,47988.03,7,0,0
102508,1925,cash_in,ATM,Delhi,electronics,0,5777.11,34356.58,28579.47,1,0,0
102509,1928,payment,POS,Hyderabad,electronics,19,775.91,53260.34,52484.42999999999,10,0,0
102510,1588,purchase,web,Mumbai,travel,18,3557.54,23484.19,19926.649999999998,8,0,0
102511,1115,transfer,web,Mumbai,utility,3,7694.13,65934.45,58240.32,3,0,0
102512,1665,payment,mobile,Mumbai,fashion,13,4832.81,40326.57,35493.76,11,0,0
102513,1917,purchase,ATM,Delhi,grocery,22,2187.8,54542.67,52354.869999999995,9,0,0
102514,1102,transfer,ATM,Bangalore,utility,13,3289.48,57327.11,54037.63,5,0,0
102515,1193,cash_in,mobile,Bangalore,fashion,8,5027.055,41690.54,38421.25,7,0,0
102516,1165,transfer,ATM,Chennai,travel,8,4902.69,38026.09,33123.399999999994,7,0,0
102517,1870,cash_out,mobile,Mumbai,fashion,16,2914.49,48196.88,45282.39,9,0,0
102518,1089,transfer,web,Bangalore,electronics,14,8557.65,62044.49,53486.84,2,0,0
102519,1685,cash_out,web,Chennai,grocery,9,5520.51,47795.22,42274.71,4,0,0
102520,1121,transfer,POS,Delhi,grocery,16,1511.21,59044.37,57533.16,8,0,0
102521,1142,cash_out,mobile,Mumbai,electronics,8,8840.35,61911.37,53071.020000000004,5,0,0
102522,1993,cash_in,web,Hyderabad,utility,3,4885.54,47113.21,42227.67,11,0,0
102523,1105,purchase,web,Delhi,electronics,13,6264.98,48309.85,42044.869999999995,5,0,0
102524,1886,cash_out,mobile,Chennai,grocery,2,5766.85,52082.11,46315.26,3,0,0
102525,1427,cash_out,web,Delhi,travel,20,6043.56,67136.07,61092.51000000001,5,0,0
102526,1304,cash_in,ATM,Hyderabad,utility,11,4141.23,44850.78,40709.55,7,0,0
102527,1871,cash_out,web,Delhi,fashion,21,5826.91,67066.26,61239.34999999999,4,0,0
102528,1970,payment,mobile,Chennai,travel,0,4626.91,53826.91,49200.0,8,0,0
102529,1316,cash_in,ATM,Hyderabad,utility,0,5905.26,38950.84,33045.579999999994,11,0,0
102530,1962,payment,ATM,Hyderabad,grocery,12,4535.68,49370.09,44834.409999999996,6,0,0
102531,1634,cash_in,web,Delhi,grocery,13,4274.9,33190.49,28915.589999999997,6,0,0
102532,1901,cash_out,POS,Hyderabad,travel,15,1344.92,29809.89,28464.97,6,0,0
102533,1008,payment,ATM,Delhi,utility,6,4986.99,59102.74,54115.75,4,0,0
102534,1773,cash_out,mobile,Mumbai,fashion,9,5561.53,61966.53,56405.0,3,0,0
102535,1072,cash_in,POS,Hyderabad,fashion,14,9622.19,49504.64,39882.45,10,0,0
102536,1358,cash_out,POS,Delhi,electronics,7,6198.42,50715.22,44516.8,6,0,0
102537,1222,payment,ATM,Mumbai,travel,10,3188.29,41348.54,38160.25,6,0,0
102538,1415,payment,web,Hyderabad,utility,23,2463.31,52548.19,50084.880000000005,2,0,0
102539,1552,cash_out,POS,Mumbai,travel,13,5668.59,79722.18,74053.59,10,0,0
102540,1369,transfer,web,Hyderabad,fashion,12,3137.63,65145.45,62007.82,9,0,0
102541,1715,cash_in,ATM,Chennai,utility,22,3578.81,48859.14,45280.33,4,0,0
102542,1263,cash_in,mobile,Chennai,grocery,12,3129.68,47552.16,44422.48,4,0,0
102543,1839,cash_out,POS,Delhi,grocery,8,4178.53,44354.13,40175.6,10,0,0
102544,1689,transfer,mobile,Bangalore,utility,16,6840.31,28833.99,21993.68,11,0,0
102545,1859,payment,web,Chennai,travel,17,100.0,42756.31,42656.31,8,0,0
102546,1317,purchase,web,Bangalore,travel,18,8236.62,60113.48,51876.86,3,0,0
102547,1083,purchase,mobile,Mumbai,grocery,12,4489.66,36019.73,31530.070000000003,10,0,0
102548,1317,cash_out,ATM,Mumbai,grocery,11,3414.79,45799.14,42384.35,7,0,0
102549,1110,transfer,ATM,Bangalore,fashion,20,7219.4,33227.28,26007.879999999997,7,0,0
102550,1250,transfer,POS,Delhi,utility,19,4484.37,61781.67,57297.299999999996,2,1,0
102551,1382,cash_in,POS,Hyderabad,travel,19,2382.86,30901.53,28518.67,3,1,0
102552,1006,payment,ATM,Bangalore,fashion,7,1195.42,58890.17,57694.75,4,0,0
102553,1458,transfer,ATM,Bangalore,travel,23,6738.61,65429.61,58691.0,2,0,0
102554,1083,purchase,mobile,Bangalore,grocery,10,6899.34,45149.36,38250.020000000004,9,0,0
102555,1207,payment,web,Bangalore,utility,6,3967.38,39696.15,35728.770000000004,10,0,0
102556,1899,payment,web,Bangalore,electronics,0,8303.31,57126.77,48823.46,11,0,0
102557,1389,cash_out,POS,Delhi,utility,9,5089.58,74036.38,68946.8,6,0,0
102558,1313,transfer,ATM,Chennai,electronics,14,8320.01,70125.16,61805.15,1,0,0
102559,1021,cash_out,mobile,Hyderabad,fashion,3,2606.58,48893.59,46287.009999999995,1,0,0
102560,1409,transfer,POS,Chennai,electronics,0,2300.51,36752.26,34451.75,8,0,0
102561,1894,cash_in,mobile,Bangalore,electronics,10,3715.88,46518.61,42802.73,11,0,0
102562,1514,cash_out,ATM,Chennai,fashion,4,4001.09,24651.37,20650.28,6,0,0
102563,1126,cash_out,ATM,Delhi,utility,18,7877.72,41664.42,33786.7,10,1,0
102564,1808,purchase,ATM,Mumbai,fashion,18,5733.36,56758.19,51024.83,7,0,0
102565,1699,cash_out,web,Chennai,grocery,3,3101.89,44484.39,41382.5,6,0,0
102566,1873,transfer,ATM,Hyderabad,grocery,1,5027.9,40993.26,35965.36,2,0,0
102567,1013,purchase,POS,Delhi,electronics,6,3929.87,49167.67,45237.799999999996,3,0,0
102568,1970,cash_out,web,Mumbai,fashion,12,2990.6,45959.69,42969.090000000004,8,1,0
102569,1977,cash_out,mobile,Delhi,fashion,19,4800.65,61332.4,56531.75,4,1,0
102570,1011,cash_in,POS,Bangalore,fashion,20,4522.86,30098.66,25575.8,8,0,0
102571,1086,cash_out,POS,Mumbai,utility,11,3085.8,57897.01,54811.21,3,0,0
102572,1523,payment,mobile,Hyderabad,travel,1,3059.09,49307.92,46248.83,2,1,0
102573,1908,purchase,web,Mumbai,travel,21,7036.49,56514.17,49477.68,7,1,0
102574,1536,payment,POS,Hyderabad,travel,8,6058.54,29163.47,23104.93,1,0,0
102575,1300,purchase,POS,Bangalore,utility,15,7359.17,63245.69,55886.520000000004,11,0,0
102576,1242,cash_in,POS,Hyderabad,fashion,7,4290.62,58145.61,53854.99,3,0,0
102577,1121,cash_out,web,Delhi,travel,23,2280.66,75098.11,72817.45,2,0,0
102578,1146,cash_out,web,Chennai,fashion,17,3565.24,37508.95,33943.71,5,1,0
102579,1566,cash_out,web,Delhi,electronics,3,7568.29,41225.36,33657.07,2,0,0
102580,1749,purchase,POS,Delhi,travel,23,998.99,23237.26,22238.269999999997,10,0,0
102581,1355,cash_out,ATM,Mumbai,electronics,10,8611.78,37646.02,29034.239999999998,5,0,0
102582,1684,payment,mobile,Bangalore,utility,16,2224.6,71514.56,69289.95999999999,3,0,0
102583,1903,cash_out,ATM,Chennai,grocery,7,6949.19,54425.94,47476.75,9,0,0
102584,1732,cash_in,web,Hyderabad,utility,18,2448.85,39104.65,36655.8,10,0,0
102585,1630,payment,POS,Mumbai,utility,7,3512.08,51996.37,48484.29,9,0,0
102586,1308,cash_out,POS,Bangalore,utility,5,100.0,49076.74,48976.74,8,0,0
102587,1694,cash_out,ATM,Chennai,travel,22,9634.5,21363.03,11728.529999999999,5,0,0
102588,1287,transfer,ATM,Delhi,electronics,1,6437.08,24077.65,17640.57,10,1,0
102589,1306,purchase,mobile,Bangalore,travel,14,6584.25,66601.62,60017.369999999995,11,0,0
102590,1811,payment,POS,Bangalore,grocery,0,3767.83,61049.16,57281.33,7,0,0
102591,1593,transfer,ATM,Bangalore,utility,5,2673.11,27732.05,25058.94,2,0,0
102592,1965,cash_in,mobile,Delhi,fashion,18,6941.33,48097.0,41155.67,3,0,0
102593,1913,purchase,web,Hyderabad,grocery,3,1992.19,39264.43,37272.24,11,0,0
102594,1722,payment,ATM,Mumbai,electronics,12,4582.18,66332.57,61750.39000000001,2,0,0
102595,1661,cash_out,web,Hyderabad,grocery,14,1873.17,56713.54,54840.37,10,1,0
102596,1548,payment,mobile,Chennai,travel,8,5309.87,33430.93,28121.06,11,0,0
102597,1351,cash_out,web,Mumbai,fashion,2,207.72,51803.61,51595.89,1,0,0
102598,1311,purchase,POS,Chennai,travel,1,1298.55,49383.34,48084.78999999999,3,0,0
102599,1872,cash_out,POS,Delhi,utility,15,2850.45,49424.42,46573.97,4,0,0
102600,1058,cash_in,web,Hyderabad,utility,17,6536.88,42348.21,35811.33,9,0,0
102601,1642,cash_out,POS,Bangalore,grocery,17,3671.71,50372.38,46700.67,2,0,0
102602,1923,cash_in,mobile,Mumbai,utility,5,7459.0,37238.45,29779.449999999997,9,0,0
102603,1713,purchase,POS,Bangalore,utility,17,8751.75,32182.88,23431.13,1,1,0
102604,1754,purchase,web,Chennai,electronics,10,4228.39,31301.79,27073.4,9,0,0
102605,1034,payment,web,Bangalore,electronics,6,1303.88,34263.43,32959.55,6,0,0
102606,1444,cash_in,web,Bangalore,travel,22,7414.2,56334.25,48920.05,8,0,0
102607,1092,cash_in,ATM,Delhi,travel,22,1146.08,56742.08,55596.0,3,0,0
102608,1949,transfer,web,Delhi,electronics,13,5027.055,71907.88,69166.04000000001,8,0,0
102609,1958,transfer,mobile,Hyderabad,grocery,17,747.34,46572.96,45825.62,11,0,0
102610,1206,transfer,POS,Chennai,electronics,6,7407.91,60521.14,53113.229999999996,9,0,0
102611,1352,cash_out,POS,Delhi,travel,9,6430.21,50705.94,44275.73,7,0,0
102612,1902,transfer,ATM,Delhi,fashion,7,9045.71,54493.97,45448.26,4,0,0
102613,1331,cash_in,ATM,Hyderabad,utility,23,3896.86,62125.51,58228.65,6,0,0
102614,1816,cash_out,mobile,Mumbai,fashion,13,2940.06,58730.71,55790.65,6,0,0
102615,1861,purchase,web,Hyderabad,fashion,17,3687.97,51626.6,47938.63,2,1,0
102616,1724,payment,ATM,Bangalore,utility,4,1668.07,40796.36,39128.29,2,0,0
102617,1158,transfer,POS,Bangalore,electronics,13,8571.63,54136.98,45565.350000000006,11,0,0
102618,1953,purchase,ATM,Delhi,grocery,21,13441.58,70464.52,57022.94,5,1,1
102619,1956,cash_in,ATM,Delhi,fashion,21,3190.47,52629.99,49439.52,1,1,0
102620,1023,payment,web,Hyderabad,grocery,21,6481.75,44069.89,37588.14,5,0,0
102621,1403,purchase,ATM,Hyderabad,travel,9,4611.28,62321.0,57709.72,10,0,0
102622,1804,payment,mobile,Chennai,fashion,14,6104.35,29223.15,23118.800000000003,3,0,0
102623,1515,transfer,POS,Bangalore,travel,5,7649.25,44600.7,36951.45,3,0,0
102624,1731,cash_in,web,Hyderabad,electronics,8,2142.27,35288.38,33146.11,8,1,0
102625,1363,payment,POS,Mumbai,fashion,9,3803.52,48177.71,44374.19,11,0,0
102626,1381,purchase,mobile,Chennai,travel,22,8007.89,68697.2,60689.31,3,0,0
102627,1531,transfer,mobile,Hyderabad,travel,16,6272.09,59613.19,53341.100000000006,3,0,0
102628,1955,transfer,ATM,Delhi,electronics,0,5818.3,21980.64,16162.34,1,0,0
102629,1151,purchase,ATM,Hyderabad,grocery,13,6274.21,40719.29,34445.08,8,0,0
102630,1561,purchase,ATM,Delhi,grocery,3,6519.73,27514.03,20994.3,10,0,0
102631,1688,payment,POS,Delhi,fashion,1,7894.41,65874.34,57979.92999999999,10,0,0
102632,1946,cash_out,mobile,Bangalore,electronics,2,6884.43,41262.99,34378.56,6,0,0
102633,1607,transfer,web,Bangalore,fashion,6,4873.18,51138.39,46265.21,11,0,0
102634,1616,payment,ATM,Hyderabad,grocery,22,5882.59,51860.64,45978.05,8,0,0
102635,1419,purchase,POS,Hyderabad,electronics,13,4831.43,53087.83,48256.4,3,0,0
